Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,37.5,35.6,39.5,35.6 - 39.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,40.4,39.3,41.6,39.3 - 41.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,27.5,26.8,28.2,26.8 - 28.2,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,2022-12-08,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,2022-12-08,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,2022-12-08,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,2022-12-08,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,29.9,26.2,33.7,26.2 - 33.7,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,28.5,26.9,30.2,26.9 - 30.2,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,27.5,26.6,28.4,26.6 - 28.4,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,14.9,14.2,15.6,14.2 - 15.6,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,2022-12-08,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,2022-12-08,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,2022-12-08,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,2022-12-08,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,33.7,29.2,38.5,29.2 - 38.5,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,32,30.5,33.6,30.5 - 33.6,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,33.7,32.7,34.7,32.7 - 34.7,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,21.7,20.9,22.4,20.9 - 22.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,2022-12-08,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,2022-12-08,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,2022-12-08,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"Nov 30 - Dec 8, 2022",11/30/2022,2022-12-08,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,39,34.8,43.4,34.8 - 43.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,38,36.5,39.5,36.5 - 39.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,38.3,37.4,39.3,37.4 - 39.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,24.7,24,25.5,24.0 - 25.5,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,29.9,25.7,34.4,25.7 - 34.4,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,26.5,24.9,28,24.9 - 28.0,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,25.9,24.7,27.1,24.7 - 27.1,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,14,13.3,14.6,13.3 - 14.6,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,32.5,28.2,36.9,28.2 - 36.9,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,30.1,28.5,31.8,28.5 - 31.8,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,32.2,30.8,33.6,30.8 - 33.6,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,21,20.3,21.8,20.3 - 21.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,39.6,34.6,44.8,34.6 - 44.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,36.1,34.5,37.6,34.5 - 37.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,36.9,35.6,38.3,35.6 - 38.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,24,23.1,24.8,23.1 - 24.8,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,27.7,24.6,31,24.6 - 31.0,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,25,23.6,26.4,23.6 - 26.4,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,25.6,24.5,26.7,24.5 - 26.7,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,14.4,13.8,15,13.8 - 15.0,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,35.7,31.5,40,31.5 - 40.0,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,30.1,28.8,31.5,28.8 - 31.5,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,32.3,31.2,33.4,31.2 - 33.4,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,21.6,21.1,22.2,21.1 - 22.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,40.8,36.7,45,36.7 - 45.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,35.1,33.7,36.5,33.7 - 36.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,36.7,35.4,38,35.4 - 38.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,24.4,23.9,25,23.9 - 25.0,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,28,22.9,33.6,22.9 - 33.6,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,25.5,23.8,27.4,23.8 - 27.4,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,25.3,24.4,26.3,24.4 - 26.3,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,14.6,14,15.2,14.0 - 15.2,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,33.7,28.9,38.7,28.9 - 38.7,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,30.2,28.4,32,28.4 - 32.0,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,32.6,31.5,33.7,31.5 - 33.7,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,22.2,21.4,23.1,21.4 - 23.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,39.6,34.5,44.8,34.5 - 44.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,35.5,33.6,37.6,33.6 - 37.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,37.6,36.5,38.7,36.5 - 38.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,25.3,24.5,26.1,24.5 - 26.1,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,30.8,26.1,35.9,26.1 - 35.9,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,23.5,21.7,25.4,21.7 - 25.4,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,24.2,23.1,25.3,23.1 - 25.3,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,14.4,13.8,15,13.8 - 15.0,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,33.9,29.3,38.8,29.3 - 38.8,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,29.4,27.7,31.2,27.7 - 31.2,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,32,30.8,33.3,30.8 - 33.3,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,22.5,21.8,23.4,21.8 - 23.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,41.6,36.4,46.9,36.4 - 46.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,34.8,32.8,36.8,32.8 - 36.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,36.7,35.4,38,35.4 - 38.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,25.5,24.7,26.3,24.7 - 26.3,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.8,57,"Apr 26 - May 8, 2023",04/26/2023,2023-05-08,32.7,27.8,37.9,27.8 - 37.9,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.8,57,"Apr 26 - May 8, 2023",04/26/2023,2023-05-08,24.8,23,26.7,23.0 - 26.7,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.8,57,"Apr 26 - May 8, 2023",04/26/2023,2023-05-08,25.6,24.5,26.7,24.5 - 26.7,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.8,57,"Apr 26 - May 8, 2023",04/26/2023,2023-05-08,13.9,13.2,14.6,13.2 - 14.6,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.8,57,"Apr 26 - May 8, 2023",04/26/2023,2023-05-08,37.3,31.7,43.1,31.7 - 43.1,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.8,57,"Apr 26 - May 8, 2023",04/26/2023,2023-05-08,29.5,27.7,31.3,27.7 - 31.3,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.8,57,"Apr 26 - May 8, 2023",04/26/2023,2023-05-08,31.6,30.4,32.8,30.4 - 32.8,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.8,57,"Apr 26 - May 8, 2023",04/26/2023,2023-05-08,21,20.2,21.8,20.2 - 21.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.8,57,"Apr 26 - May 8, 2023",04/26/2023,2023-05-08,43.6,38.3,49,38.3 - 49.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.8,57,"Apr 26 - May 8, 2023",04/26/2023,2023-05-08,35,33,37,33.0 - 37.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.8,57,"Apr 26 - May 8, 2023",04/26/2023,2023-05-08,36.5,35.4,37.7,35.4 - 37.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.8,57,"Apr 26 - May 8, 2023",04/26/2023,2023-05-08,24.2,23.3,25.1,23.3 - 25.1,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.9,58,"Jun 7 - Jun 19, 2023",06/07/2023,2023-06-19,29.4,25.3,33.7,25.3 - 33.7,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.9,58,"Jun 7 - Jun 19, 2023",06/07/2023,2023-06-19,25.5,24.1,26.9,24.1 - 26.9,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.9,58,"Jun 7 - Jun 19, 2023",06/07/2023,2023-06-19,25.1,24.1,26.1,24.1 - 26.1,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.9,58,"Jun 7 - Jun 19, 2023",06/07/2023,2023-06-19,13.7,13.1,14.4,13.1 - 14.4,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.9,58,"Jun 7 - Jun 19, 2023",06/07/2023,2023-06-19,33.3,28.2,38.6,28.2 - 38.6,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.9,58,"Jun 7 - Jun 19, 2023",06/07/2023,2023-06-19,30.3,28.9,31.7,28.9 - 31.7,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.9,58,"Jun 7 - Jun 19, 2023",06/07/2023,2023-06-19,32.7,31.5,33.8,31.5 - 33.8,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.9,58,"Jun 7 - Jun 19, 2023",06/07/2023,2023-06-19,21.7,21,22.4,21.0 - 22.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.9,58,"Jun 7 - Jun 19, 2023",06/07/2023,2023-06-19,40.6,35.8,45.5,35.8 - 45.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.9,58,"Jun 7 - Jun 19, 2023",06/07/2023,2023-06-19,35.8,34.1,37.5,34.1 - 37.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.9,58,"Jun 7 - Jun 19, 2023",06/07/2023,2023-06-19,37.6,36.4,38.8,36.4 - 38.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.9,58,"Jun 7 - Jun 19, 2023",06/07/2023,2023-06-19,24.8,24,25.5,24.0 - 25.5,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.9,59,"Jun 28 - Jul 10, 2023",06/28/2023,2023-07-10,31.2,27.7,34.8,27.7 - 34.8,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.9,59,"Jun 28 - Jul 10, 2023",06/28/2023,2023-07-10,26.5,25,28,25.0 - 28.0,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.9,59,"Jun 28 - Jul 10, 2023",06/28/2023,2023-07-10,25.3,24.4,26.3,24.4 - 26.3,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.9,59,"Jun 28 - Jul 10, 2023",06/28/2023,2023-07-10,13.7,12.9,14.4,12.9 - 14.4,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.9,59,"Jun 28 - Jul 10, 2023",06/28/2023,2023-07-10,32.3,28,36.9,28.0 - 36.9,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.9,59,"Jun 28 - Jul 10, 2023",06/28/2023,2023-07-10,29.2,27.6,30.8,27.6 - 30.8,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.9,59,"Jun 28 - Jul 10, 2023",06/28/2023,2023-07-10,31.6,30.5,32.7,30.5 - 32.7,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.9,59,"Jun 28 - Jul 10, 2023",06/28/2023,2023-07-10,21.1,20.4,21.9,20.4 - 21.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.9,59,"Jun 28 - Jul 10, 2023",06/28/2023,2023-07-10,39.8,35.6,44.1,35.6 - 44.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.9,59,"Jun 28 - Jul 10, 2023",06/28/2023,2023-07-10,35.9,34.4,37.4,34.4 - 37.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.9,59,"Jun 28 - Jul 10, 2023",06/28/2023,2023-07-10,37,35.9,38.1,35.9 - 38.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.9,59,"Jun 28 - Jul 10, 2023",06/28/2023,2023-07-10,24.3,23.5,25,23.5 - 25.0,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.9,60,"Jul 26 - Aug 7, 2023",07/26/2023,2023-08-07,30.6,25.7,36,25.7 - 36.0,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.9,60,"Jul 26 - Aug 7, 2023",07/26/2023,2023-08-07,24.6,23.2,26,23.2 - 26.0,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.9,60,"Jul 26 - Aug 7, 2023",07/26/2023,2023-08-07,25.9,24.9,26.9,24.9 - 26.9,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.9,60,"Jul 26 - Aug 7, 2023",07/26/2023,2023-08-07,14.4,13.8,15.1,13.8 - 15.1,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.9,60,"Jul 26 - Aug 7, 2023",07/26/2023,2023-08-07,35.9,30.3,41.8,30.3 - 41.8,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.9,60,"Jul 26 - Aug 7, 2023",07/26/2023,2023-08-07,29.5,28,31.1,28.0 - 31.1,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.9,60,"Jul 26 - Aug 7, 2023",07/26/2023,2023-08-07,32.4,31.3,33.4,31.3 - 33.4,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.9,60,"Jul 26 - Aug 7, 2023",07/26/2023,2023-08-07,22.2,21.4,22.9,21.4 - 22.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.9,60,"Jul 26 - Aug 7, 2023",07/26/2023,2023-08-07,40.9,35.4,46.5,35.4 - 46.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.9,60,"Jul 26 - Aug 7, 2023",07/26/2023,2023-08-07,35,33.3,36.7,33.3 - 36.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.9,60,"Jul 26 - Aug 7, 2023",07/26/2023,2023-08-07,37.5,36.5,38.5,36.5 - 38.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.9,60,"Jul 26 - Aug 7, 2023",07/26/2023,2023-08-07,25.2,24.4,26,24.4 - 26.0,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.10,61,"Aug 23 - Sep 4, 2023",08/23/2023,2023-09-04,24.8,21.3,28.6,21.3 - 28.6,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.10,61,"Aug 23 - Sep 4, 2023",08/23/2023,2023-09-04,21.7,20.2,23.3,20.2 - 23.3,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.10,61,"Aug 23 - Sep 4, 2023",08/23/2023,2023-09-04,21.8,20.9,22.7,20.9 - 22.7,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.10,61,"Aug 23 - Sep 4, 2023",08/23/2023,2023-09-04,13,12.4,13.7,12.4 - 13.7,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.10,61,"Aug 23 - Sep 4, 2023",08/23/2023,2023-09-04,24.5,20.8,28.5,20.8 - 28.5,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.10,61,"Aug 23 - Sep 4, 2023",08/23/2023,2023-09-04,24.9,23.3,26.6,23.3 - 26.6,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.10,61,"Aug 23 - Sep 4, 2023",08/23/2023,2023-09-04,28.7,27.7,29.8,27.7 - 29.8,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.10,61,"Aug 23 - Sep 4, 2023",08/23/2023,2023-09-04,19.7,19.1,20.3,19.1 - 20.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.10,61,"Aug 23 - Sep 4, 2023",08/23/2023,2023-09-04,32.4,28.8,36.2,28.8 - 36.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.10,61,"Aug 23 - Sep 4, 2023",08/23/2023,2023-09-04,30.4,28.8,32,28.8 - 32.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.10,61,"Aug 23 - Sep 4, 2023",08/23/2023,2023-09-04,33.1,32.1,34.2,32.1 - 34.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.10,61,"Aug 23 - Sep 4, 2023",08/23/2023,2023-09-04,22.9,22.2,23.5,22.2 - 23.5,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,2023-10-02,27.1,23.4,31,23.4 - 31.0,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,2023-10-02,25.7,24.1,27.4,24.1 - 27.4,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,2023-10-02,27.2,26.3,28.1,26.3 - 28.1,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,2023-10-02,15,14.3,15.8,14.3 - 15.8,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,2023-10-02,29.4,25.6,33.4,25.6 - 33.4,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,2023-10-02,30.8,29.4,32.2,29.4 - 32.2,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,2023-10-02,34.1,33,35.2,33.0 - 35.2,NA
